"Mouse_ID","Transect","Code","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","State","Locality","ID","PIN","Arrival","Wean","Death","Dist","Dissection","DaysInLab","BW","L","LCd","Spleen","Ltestis","Rtestis","Testes","Lepid","SemVes","Uterus","Ovaria","Grav","Litters","NN","MM","FF","Protocol","Aspiculuris_tetraptera","Syphacia_obvelata","Trichuris_muris","Taenia_taeniformis","Flea","Note","Zfy2","X","collapsed.GT","ith","L15","Y","Longitude.extra","Latitude.extra","Notes","Body_weight","Body_length","Tail_length","Species","Capture","Head.taken.","Liver_mass","Spleen_mass","Testis_mass","Left.epididymis.weight","Seminal.vesicle.weight","Embryo","Mix_Syphacia_Aspiculuris","Heterakis_spumosa","Mastophorus_muris","Hymenolepis_microstoma","Catenotaenia_pusilla","Cysticercus","Address","Status","Dissectors","Left_Testis_mass","Right_Testis_mass","Left.ovarium.weight","Right.ovarium.weight","Total","Embryo_left","Embryo_right","Feces_weight","Ectoparasites","Worms_presence","Hymenolepis_diminiuta","Taenia_martis","Heligmosomoides_polygurus","Hymenolepis","Taenia","Aspiculuris_Syphacia","Trichuris","Heterakis","Mastophorus","BCI"
"AA_0084","HZ_BR","HOPPE1","M",13.6761,52.4978,2016,"d",NA,NA,NA,NA,"m","m","m","94","100","100/125","100/120","90/100","80","dd","dd","dm","dm","dm","mm","HI 10",0.5,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.04,82,"82","mus musculus",2016-09-24,"TRUE",NA,"33","0.050/0.053","14","154",NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,0,0.680263503983761
"AA_0085","HZ_BR","HOPPE1","F",13.6761,52.4978,2016,"d",NA,"mm","mm","mm","mm","mm","mm","94/100","95/100","100","120","90","80","dm","dm","dd","mm","mm","mm","HI 13",0.8,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.266,91,"92","mus musculus",2016-09-24,"TRUE",NA,"38",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.740803313452404
"AA_0086","HZ_BR","HOPPE1","M",13.6761,52.4978,2016,"d",NA,NA,"d",NA,"d","d","d","94","100","100","100","100","80","dd","dd","dd","dd","dd","mm","HI 11",0.117647059,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.173,75,"93","mus musculus",2016-09-24,"TRUE",NA,"14","0.063/0.065","36","108",NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10,0,0,0,0.644667249091254
"AA_0087","HZ_BR","HOPPE1","F",13.6761,52.4978,2016,"d",NA,"mm","mm",NA,"mm","mm","mm","94/100","95/100","100/125","120","90/100","80","dm","dm","dm","mm","dm","mm","HI 12",0.782608696,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.419,81,"75","mus musculus",2016-09-24,"TRUE",NA,"26",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0.622512724326452
"AA_0088","HZ_BR","WOLZ24","M",13.84,52.2678,2016,"d","m","d","d","d","d","d","d","100","100","100","100","90/100","100","mm","dd","dd","dd","dm","dd","HI 14",0.2,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.439,73,"81","mus musculus",2016-09-24,"TRUE",NA,"19","0.063/0.067","13","112",NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,19,0,0,0,0.587544698372232
"AA_0089","HZ_BR","WOLZ24","F",13.84,52.2678,2016,"d",NA,NA,"dd",NA,"dd","dd","dd","94","100","100","100","70/100","100","dd","dd","dd","dd","dm","dd","HI 11",0.047619048,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.819,68,"71","mus musculus",2016-09-24,"TRUE",NA,"0.04",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.564355847670161
"AA_0090","HZ_BR","GRAB7","M",13.7072,52.2422,2016,"d",NA,NA,NA,NA,"d",NA,NA,"94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 8",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.176,75,"76","mus musculus",2016-09-25,"TRUE",NA,"15","0.049/0.051","16","56",NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,0,0.559067809448495
"AA_0091","HZ_BR","PREN14","F",13.5544,52.7881,2016,"d",NA,NA,NA,NA,"dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 10",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.599,68,"73","mus musculus",2016-09-25,"TRUE",NA,"36",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,32,0,0,0,0.580854227258117
"AA_0092","HZ_BR","PREN14","M",13.5544,52.7881,2016,NA,NA,NA,NA,NA,NA,NA,NA,"94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 6",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22,0,NA,"fleas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.711,77,"79","mus musculus",2016-09-25,"TRUE",NA,"55","0.049/0.052","28","131",NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,22,0,0,0,0.64829496529785
"AA_0093","HZ_BR","MILD1","M",13.3047,52.9936,2016,NA,"m","d",NA,NA,NA,"d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 10",0.0625,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,NA,"fleas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.258,81,"85","mus musculus",2016-09-25,"TRUE",NA,"26","0.08/0.083","28","166",NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,0,0.634569885137797
"AA_0094","HZ_BR","MILD1","F",13.3047,52.9936,2016,"m",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 13",0.04,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,0,NA,"fleas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.76,81,"83","mus musculus",2016-09-25,"TRUE",NA,"33",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8,0,0,0,0.641489978796686
"AA_0095","HZ_BR","MILD1","M",13.3047,52.9936,2016,"d","m","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 14",0.05,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"fleas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.15,69,"76","mus musculus",2016-09-25,"TRUE",NA,"26","0.057/0.061","14","18",NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.589812553622597
"AA_0096","HZ_BR","OEHN","F",13.0439,51.93,2016,NA,NA,NA,NA,NA,NA,NA,NA,"94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 6",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,NA,"fleas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.254,85,"80","mus musculus",2016-09-25,"TRUE",NA,"0.06",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10,0,0,0,0.677152477479559
"AA_0097","HZ_BR","RUDN21","M",13.64,52.7169,2016,"d",NA,"d","d",NA,"d","d","d","94","95/100","100","100","100","100","dd","dm","dd","dd","dd","dd","HI 12",0.055555556,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.515,71,"61","mus musculus",2016-09-25,"TRUE",NA,"15","0.052/0.054","15","33",NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.551953906233212
"AA_0098","HZ_BR","RUDN21","M",13.64,52.7169,2016,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 14",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.579,80,"81","mus musculus",2016-09-25,"TRUE",NA,"23","0.078/0.077","25","104",NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,0,0.62663330975729
"AA_0099","HZ_BR","GRUN17","M",13.0819,52.0311,2016,"d",NA,"m",NA,NA,"d","d","d","100","100","100","100","100","80","mm","dd","dd","dd","dd","mm","HI 11",0.294117647,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,81,NA,"fleas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.583,78,"84","mus musculus",2016-09-25,"TRUE",NA,"42","0.064/0.07","26","137",NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,81,0,0,0.658050064902046
"AA_0100","HZ_BR","ROSENT","F",13.4639,51.8625,2016,"d",NA,"dd","dd",NA,"dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 12",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,0,NA,"fleas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.823,59,"66","mus musculus",2016-09-25,"TRUE",NA,"8",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7,0,0,0,0.432078335782836
"AA_0101","HZ_BR","ROSENT","M",13.4639,51.8625,2016,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 14",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,"fleas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.541,84,"91","mus musculus",2016-09-25,"TRUE",NA,"39","0.072/0.076","19","95",NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0.633256186081213
"AA_0102","HZ_BR","GRAFD","M",13.1953,51.9097,2016,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 14",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"fleas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.945,77,"78","mus musculus",2016-09-25,"TRUE",NA,"12","0.069/0.073","23","136",NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.622582397943099
"AA_0103","HZ_BR","JOACHS8","F",13.7336,52.9783,2016,"m",NA,"mm","mm",NA,"dm","mm","mm","100","95","125","120","90","80/100","mm","mm","mm","mm","mm","dm","HI 12",0.913043478,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"fleas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.78,86,"76","mus musculus",2016-09-25,"TRUE",NA,"34",NA,NA,NA,NA,172,9,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,172,0,9,0,0.64612703919752
"AA_0104","HZ_BR","JOACHS8","M",13.7336,52.9783,2016,"m","m","m","m",NA,"m","m","m","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm","HI 13",0.947368421,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,"fleas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.586,91,"84","mus musculus",2016-09-25,"TRUE",NA,"46","0.083/0.092","0.03","106",NA,73,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,73,2,0,0,0.670517720344583
"AA_0105","HZ_BR","JOACHS8","F",13.7336,52.9783,2016,"m",NA,"mm","mm",NA,"dm","dm","mm","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm","HI 12",0.869565217,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.274,82,"72","mus musculus",2016-09-25,"TRUE",NA,"27",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,0.61863528931611
"AA_0106","HZ_BR","JOACHS8","M",13.7336,52.9783,2016,"d","m","m","m",NA,"m","d","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm","HI 13",0.894736842,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,43,NA,"fleas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.14,76,"66","mus musculus",2016-09-25,"TRUE",NA,"36","0.05/0.054","17","126",NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,43,0,0,0.611676465005644
"AA_0107","HZ_BR","JOACHS8","F",13.7336,52.9783,2016,"m",NA,"mm","mm","mm","mm","dm","mm","100","95","125","120","90","100","mm","mm","mm","mm","mm","dd","HI 13",0.88,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.351,84,"75","mus musculus",2016-09-25,"TRUE",NA,"41",NA,NA,NA,NA,489,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,489,0,0,0,0.701196010541222
"AA_0108","HZ_BR","JOACHS8","M",13.7336,52.9783,2016,"m","m","m","m",NA,"d","m","m","100","95","125","120","90","100","mm","mm","mm","mm","mm","dd","HI 13",0.842105263,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,"fleas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.921,82,"79","mus musculus",2016-09-25,"TRUE",NA,"34","0.085/0.080","26","0.12",NA,85,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,85,2,0,0,0.641873306506307
"AA_0109","HZ_BR","JOACHS8","M",13.7336,52.9783,2016,"m","m","m","m",NA,"d","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm","HI 13",0.947368421,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.13,85,"75","mus musculus",2016-09-25,"TRUE",NA,"41","0.08/0.091","33","0.12",NA,76,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,76,1,0,0,0.652215953375515
"AA_0110","HZ_BR","HOPPE1","M",13.6761,52.4978,2016,"d","m","m","m",NA,"m","m","m","94","100","100/125","100/120","90/100","80","dd","dd","dm","dm","dm","mm","HI 13",0.578947368,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.718,83,"86","mus musculus",2016-09-24,"TRUE",NA,"25","0.051/0.052","18","158",NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,0.66295345040649
"AA_0111","HZ_BR","GROSZIE","F",13.895,52.9581,2016,"d",NA,"mm","mm",NA,"dd","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm","HI 12",0.869565217,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.71,68,"57","mus musculus",2016-09-26,"TRUE",NA,"14",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.451142427977659
"AA_0112","HZ_BR","GROSZIE","M",13.895,52.9581,2016,"d","m","m","m",NA,"d","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm","HI 13",0.894736842,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.11,46,"49","mus musculus",2016-09-26,"TRUE",NA,"7","0.004/0.003","too small","2",NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.369170910026796
"AA_0113","HZ_BR","WOLZ24","M",13.84,52.2678,2016,"d","m","d","m",NA,"d","d","d","94","100","100","100","70/100","100","dd","dd","dd","dd","dm","dd","HI 13",0.157894737,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,28,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.768,64,"76","mus musculus",2016-09-26,"TRUE",NA,"0.03","0.018/0.017","3",NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,28,0,0,0,0.548010533387553
"AA_0114","HZ_BR","GROSZIE","F",13.895,52.9581,2016,"d",NA,"mm","mm",NA,"dd","mm","mm","100","95","125","120","100","80","mm","mm","mm","mm","dd","mm","HI 12",0.782608696,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.076,64,"67","mus musculus",2016-09-26,"TRUE",NA,"19",NA,NA,NA,NA,0,8,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,22,0,8,0,0.530342768168375
"AA_0115","HZ_BR","JOACHS8","M",13.7336,52.9783,2016,"m","m","m","m",NA,"d","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm","HI 13",0.947368421,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31,70,"67","mus musculus",2016-09-25,"TRUE",NA,"17","0.049/0.046","11","8",NA,9,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9,0,0,0,0.549162506982928
"AA_0116","HZ_BR","JOACHS8","M",13.7336,52.9783,2016,"d","m","m","m",NA,"d","m","m","100","95","125","120","90",NA,"mm","mm","mm","mm","mm",NA,"HI 12",0.882352941,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.562,79,"70","mus musculus",2016-09-25,"TRUE",NA,"36","0.053/0.056","21","152",NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.642440649114646
"AA_0117","HZ_BR","JOACHS8","F",13.7336,52.9783,2016,"m",NA,"mm","mm","mm","mm","mm","mm","100","95","125","120","90","100","mm","mm","mm","mm","mm","dd","HI 13",0.92,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.378,65,"73","mus musculus",2016-09-25,"TRUE",NA,"19",NA,NA,NA,NA,16,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0.582524214718882
"AA_0118","HZ_BR","JOACHS8","F",13.7336,52.9783,2016,"m",NA,"mm","mm","mm","dm","dm","mm","100","95","125","120","90",NA,"mm","mm","mm","mm","mm",NA,"HI 12",0.913043478,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,NA,"fleas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.73,83,"76","mus musculus",2016-09-25,"TRUE",NA,"31",NA,NA,NA,NA,225,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,225,3,0,0,0.575707892264942
"AA_0119","HZ_BR","JOACHS8","F",13.7336,52.9783,2016,"d",NA,"mm","mm","mm","dd","mm","mm","100","95","125","120","90",NA,"mm","mm","mm","mm","mm",NA,"HI 12",0.869565217,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,NA,"fleas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.96,73,"73","mus musculus",2016-09-25,"TRUE",NA,"0.02",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,0,0.614432121663087
"AA_0120","HZ_BR","GROSZIE","F",13.895,52.9581,2016,"d",NA,"mm","mm",NA,"dd","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm","HI 12",0.869565217,"Germany",NA,NA,NA,NA,NA,NA,NA,"2016-09-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,117,0,NA,"fleas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.73,84,"74","mus musculus",2016-09-26,"TRUE",NA,"42",NA,NA,NA,NA,0,26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,117,0,26,0,0.621910099688514
