"Mouse_ID","Transect","Code","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","State","Locality","ID","PIN","Arrival","Wean","Death","Dist","Dissection","DaysInLab","BW","L","LCd","Spleen","Ltestis","Rtestis","Testes","Lepid","SemVes","Uterus","Ovaria","Grav","Litters","NN","MM","FF","Protocol","Aspiculuris_tetraptera","Syphacia_obvelata","Trichuris_muris","Taenia_taeniformis","Flea","Note","Zfy2","X","collapsed.GT","ith","L15","Y","Longitude.extra","Latitude.extra","Notes","Body_weight","Body_length","Tail_length","Species","Capture","Head.taken.","Liver_mass","Spleen_mass","Testis_mass","Left.epididymis.weight","Seminal.vesicle.weight","Embryo","Mix_Syphacia_Aspiculuris","Heterakis_spumosa","Mastophorus_muris","Hymenolepis_microstoma","Catenotaenia_pusilla","Cysticercus","Address","Status","Dissectors","Left_Testis_mass","Right_Testis_mass","Left.ovarium.weight","Right.ovarium.weight","Total","Embryo_left","Embryo_right","Feces_weight","Ectoparasites","Worms_presence","Hymenolepis_diminiuta","Taenia_martis","Heligmosomoides_polygurus","Hymenolepis","Taenia","Aspiculuris_Syphacia","Trichuris","Heterakis","Mastophorus","BCI"
"AA_0198","HZ_BR","AMRO1","M",13.4497,53.0947,2016,NA,"m","m","m","m","m","m","m","100","95","125","120","100","100","mm","mm","mm","mm","dd","dd","HI 13",0.789473684,"Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.443,58,"49","mus musculus",2016-09-29,"TRUE",NA,"0.01","0.012/0.011","1","1",NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.458815519714879
"AA_0199","HZ_BR","ALTTH23","F",13.1633,53.2397,2016,"d",NA,"mm","mm","mm","dd","dm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm","HI 13",0.84,"Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.32,70,"69","mus musculus",2016-09-29,"TRUE",NA,"21",NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,65,0,0,0,0.571160124826814
"AA_0200","HZ_BR","ALTTH23","M",13.1633,53.2397,2016,"d","m","m","m","m","d","m","m","100","95","125","120","90/100","80","mm","mm","mm","mm","dm","mm","HI 14",0.85,"Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,34,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,69,"59","mus musculus",2016-09-29,"TRUE",NA,"51","0.009/0.008","2","2",NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,34,0,0,0.566328520596922
"AA_0201","HZ_BR","ALTTH23","F",13.1633,53.2397,2016,"d",NA,"mm","mm","mm","mm","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm","HI 13",0.96,"Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,31,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.85,80,"73","mus musculus",2016-09-29,"TRUE",NA,"38",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,31,0,0,0.630568851056043
"AA_0202","HZ_BR","ALTTH23","M",13.1633,53.2397,2016,"d","m","m","m","m","m","m","m","100","95","125","120","70/90","80","mm","mm","mm","mm","mm","mm","HI 14",0.95,"Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.833,81,NA,"mus musculus",2016-09-29,"TRUE",NA,"65","0.064/0.064","18","79",NA,0,0,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,2,24,0,0,0.655611334223101
"AA_0203","HZ_BR","STORK18","F",13.4464,53.0481,2016,"d",NA,"mm","mm","mm","dd","mm","mm","100","95/100","125","120","90/100","100","mm","dm","mm","mm","dm","dd","HI 13",0.72,"Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,0,NA,"fleas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.43,68,"68","mus musculus",2016-09-29,"TRUE",NA,"31",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8,0,0,0,0.555677683947924
"AA_0204","HZ_BR","ALTTH23","M",13.1633,53.2397,2016,"d","m","m","m","m","d","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm","HI 14",0.9,"Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,NA,"fleas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.52,74,"70","mus musculus",2016-09-29,"TRUE",NA,"28","0.041/0.043","11","96",NA,37,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,37,4,0,0,0.587195432908864
"AA_0205","HZ_BR","STORK18","F",13.4464,53.0481,2016,"d",NA,"mm","mm","mm","dd","mm","mm","100","95/100","100/125","120","100","100","mm","dm","dm","mm","dd","dd","HI 13",0.64,"Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"fleas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.28,85,"77","mus musculus",2016-09-29,"TRUE",NA,"67",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.654070598447465
"AA_0206","HZ_BR","ALTTH23","M",13.1633,53.2397,2016,"d","m","m","m","m","d","m","m","100","95","125","120","90/100","80","mm","mm","mm","mm","dm","mm","HI 14",0.85,"Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,49,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,71,"65","mus musculus",2016-09-29,"TRUE",NA,"0.03","0.008/0.012","2","2",NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7,49,0,0,0.579001849227464
"AA_0207","HZ_BR","MOLK12","F",14.0672,52.4019,2016,"d",NA,"mm","dm","mm","dd","dd","mm","100","95","100","120","70/100","80","mm","mm","dd","mm","dm","mm","HI 13",0.64,"Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,0,0,NA,"fleas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.29,83,"73","mus musculus",2016-09-29,"TRUE",NA,"46",NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,76,0,0,0,0.617175241652551
"AA_0208","HZ_BR","STORK18","F",13.4464,53.0481,2016,"d",NA,"mm","mm","mm","dd","mm","mm","100","95","100/125","120","100","80","mm","mm","dm","mm","dd","mm","HI 13",0.76,"Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,NA,"fleas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.56,90,"80","mus musculus",2016-09-29,"TRUE",NA,"52",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5,0,0,0,0.609959913826488
"AA_0209","HZ_BR","MOLK12","F",14.0672,52.4019,2016,"d",NA,"mm","mm",NA,"dm","dd","mm","100","95","100","120","70/90","80","mm","mm","dd","mm","mm","mm","HI 12",0.739130435,"Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.32,79,"71","mus musculus",2016-09-29,"TRUE",NA,"32",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.609151831398951
"AA_0210","HZ_BR","LETS38","F",14.3217,52.6506,2016,"d",NA,NA,"m",NA,NA,NA,NA,"94/100","95/100","100/125","120","70/90","80","dm","dm","dm","mm","mm","mm","HI 8",0.714285714,"Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.625,84,"76","mus musculus",2016-09-29,"TRUE",NA,"26",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,12,0,0,0,0.634399415312256
"AA_0211","HZ_BR","WRIE20","F",14.1267,52.7347,2016,"d",NA,NA,"mm",NA,NA,"mm",NA,"100","95","125","120","100","80","mm","mm","mm","mm","dd","mm","HI 9",0.823529412,"Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.01,82,"79","mus musculus",2016-09-29,"TRUE",NA,"16",NA,NA,NA,NA,114,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,114,0,0,0,0.599033251775166
"AA_0237","HZ_BR","DANE22","F",13.6664,52.7339,2017,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 13",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"11/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Error in tubes : colon wall in liq nitro is in the CEWE tube",21.69,83.04,"87.61","Mus musculus",10-09-17,NA,NA,"0.0303",NA,NA,NA,NA,NA,0,0,0,0,0,"Danewitz 22","pregnant","Czech",NA,NA,NA,NA,NA,"2",4,NA,"FALSE",FALSE,0,0,0,0,0,0,0,0,0,0.696226939976079
"AA_0238","HZ_BR","BUCHH4","F",13.7897,52.5861,2017,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","125","100/120","100","100","dd","dd","mm","dm","dd","dd","HI 13",0.12,"Germany",NA,NA,NA,NA,NA,NA,NA,"11/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.37,72.92,"69.4","Mus musculus",10-09-17,NA,NA,"0.02",NA,NA,NA,NA,NA,0,0,0,0,0,"Mittelstrasse 4 15345 Altlandsberg (Buchholz)","adult","German",NA,NA,NA,NA,NA,NA,NA,NA,"FALSE",FALSE,0,0,0,0,0,0,0,0,0,0.586398077251901
"AA_0239","HZ_BR","BUCHH4","M",13.7897,52.5861,2017,"d",NA,"d","d","d","d","d","d","94","95/100","125","100/120","100","100","dd","dm","mm","dm","dd","dd","HI 13",0.210526316,"Germany",NA,NA,NA,NA,NA,NA,NA,"11/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.89,76.19,"79.88","Mus musculus",10-09-17,NA,NA,"0.0235",NA,"0.0163","0.0506",NA,NA,0,0,0,0,0,"Mittelstrasse 4 15345 Altlandsberg (Buchholz)","adult","Czech",NA,NA,NA,NA,NA,NA,NA,NA,"FALSE",FALSE,0,0,0,0,0,0,0,0,0,0.607207330994707
"AA_0240","HZ_BR","BUCHH29","F",13.7881,52.5844,2017,"d",NA,"mm","dm","dm","dm","dm","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 13",0.24,"Germany",NA,NA,NA,NA,NA,NA,NA,"11/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Only one salivary gland",10.54,69.72,"67.29","Mus musculus",10-09-17,NA,NA,"0.01",NA,NA,NA,NA,NA,0,0,0,0,0,"29/30 spitzmühlerstrasse Buchholz","adult","German",NA,NA,NA,NA,NA,"0",0,NA,"FALSE",FALSE,0,0,0,0,0,0,0,0,0,0.554879169303173
"AA_0241","HZ_BR","PRADI7","F",14.0103,52.6242,2017,"d",NA,"mm","mm","mm","mm","dm","mm","94/100","95","100/125","120","70","80","dm","mm","dm","mm","mm","mm","HI 13",0.84,"Germany",NA,NA,NA,NA,NA,NA,NA,"12/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,75,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.83,74.78,"77.92","Mus musculus",11-09-17,NA,NA,"0.0219",NA,NA,NA,NA,NA,0,0,0,0,0,"Kastanienweg 7 15345 Prädikow","adult","Czech",NA,NA,"0.0026",NA,"0.0075","0",0,NA,"FALSE",TRUE,0,0,0,0,0,75,0,0,0,0.608832870125464
"AA_0242","HZ_BR","SCHIFF6","M",14.0378,52.8075,2017,"d","m","m","m","m","m","m","m","100","95","125","120","70","80/100","mm","mm","mm","mm","mm","dm","HI 14",0.9,"Germany",NA,NA,NA,NA,NA,NA,NA,"12/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.97,79.71,"68.88","Mus musculus",11-09-17,NA,NA,"0.0285",NA,"0.0252","0.1328",NA,NA,0,0,0,0,0,"Am Fährkrug 6, 16259 Bad Freienwalde (Oder)","adult","Czech","0.0576","0.0519",NA,NA,NA,NA,NA,"0.9","FALSE",FALSE,0,0,0,0,0,0,0,0,0,0.618045692198513
"AA_0243","HZ_BR","BRITZ2","M",13.8119,52.8875,2017,"d","m","m","m","m","d","m","m","100","95","125","120","90/100","80","mm","mm","mm","mm","dm","mm","HI 14",0.85,"Germany",NA,NA,NA,NA,NA,NA,NA,"12/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.13,70.42,"70.4","Mus musculus",11-09-17,NA,NA,"0.0164",NA,"0.0114","25",NA,NA,0,0,0,0,0,"Kirchstrasse 2 16230 Britz","adult","Czech","0.0592","0.0628",NA,NA,NA,NA,NA,"0.54","FALSE",TRUE,0,0,0,0,0,5,0,0,0,0.566378426208275
"AA_0244","HZ_BR","MARIEH","F",13.5994,52.2458,2017,NA,NA,"dd","mm","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 12",0.083333333,"Germany",NA,NA,NA,NA,NA,NA,NA,"12/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.47,69.45,"76.75","Mus musculus",11-09-17,NA,NA,"0.0147",NA,NA,NA,NA,NA,0,0,0,0,0,"Marienhof 6 15741 Bestensee","young","Czech",NA,NA,"0.0023","0.0023","0.0046","0",0,NA,"FALSE",TRUE,0,0,0,0,0,26,0,0,0,0.553815523711161
"AA_0245","HZ_BR","BESTE6","M",13.6025,52.2225,2017,"d","d","d","d","d","d","d","d","94","100","100","100","90","100","dd","dd","dd","dd","mm","dd","HI 14",0.1,"Germany",NA,NA,NA,NA,NA,NA,NA,"12/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.13,86.99,"Def","Mus musculus",11-09-17,NA,NA,"0.0495",NA,"0.0355","0.1668",NA,NA,0,0,0,0,0,"Unter den Eichen 6, 15741 Bestensee","adult","Czech","0.1027","0.1003",NA,NA,NA,NA,NA,"0.34","FALSE",TRUE,0,0,0,0,0,21,0,0,0,0.660858591390997
"AA_0246","HZ_BR","BESTE6","F",13.6025,52.2225,2017,"d",NA,"mm","mm","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 13",0.16,"Germany",NA,NA,NA,NA,NA,NA,NA,"12/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"TRUE (collected)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.45,73.87,"73.54","Mus musculus",11-09-17,NA,NA,"0.0539",NA,NA,NA,NA,NA,0,0,0,0,0,"Unter den Eichen 6, 15741 Bestensee","adult","Czech",NA,NA,"0.0028","0.0037","0.0065","0",0,"0.11","TRUE (collected)",FALSE,0,0,0,0,0,0,0,0,0,0.58613221815539
"AA_0247","HZ_BR","BESTE6","M",13.6025,52.2225,2017,"d",NA,"d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 13",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"12/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.58,87.94,"90.55","Mus musculus",11-09-17,NA,NA,"0.0972",NA,"44","0.2147",NA,NA,0,0,0,0,0,"Unter den Eichen 6, 15741 Bestensee","adult","Czech","0.0945","0.1001",NA,NA,NA,NA,NA,"1.2","TRUE",TRUE,0,0,0,0,0,10,0,0,0,0.705973335424227
"AA_0248","HZ_BR","BESTE6","F",13.6025,52.2225,2017,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 13",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"12/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.87,80.11,"81.7","Mus musculus",11-09-17,NA,NA,"0.0331",NA,NA,NA,NA,NA,0,0,0,0,0,"Unter den Eichen 6, 15741 Bestensee","adult","Czech",NA,NA,"0.0075","0.0039","0.0114","0",0,"0.41","FALSE",FALSE,0,0,0,0,0,0,0,0,0,0.615810862668879
"AA_0249","HZ_BR","BESTE6","M",13.6025,52.2225,2017,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 14",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"12/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.74,94.62,"96.15","Mus musculus",11-09-17,NA,NA,"0.11",NA,"0.0382","0.2445",NA,NA,0,0,0,0,0,"Unter den Eichen 6, 15741 Bestensee","adult","Czech","0.1262","0.1296",NA,NA,NA,NA,NA,"0.82","FALSE",FALSE,0,0,0,0,0,0,0,0,0,0.713876881911777
"AA_0250","HZ_BR","BESTE6","M",13.6025,52.2225,2017,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 14",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"12/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.03,76.88,"75.31","Mus musculus",11-09-17,NA,NA,"31",NA,"0.0122",NA,NA,NA,0,0,0,0,0,"Unter den Eichen 6, 15741 Bestensee","adult","Czech","0.0575","0.0594",NA,NA,NA,NA,NA,"0.34","FALSE",FALSE,0,0,0,0,0,0,0,0,0,0.591227334949469
"AA_0251","HZ_BR","BESTE6","F",13.6025,52.2225,2017,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 13",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"12/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.39,84.83,"88.81","Mus musculus",11-09-17,NA,NA,"0.0477",NA,NA,NA,NA,NA,0,0,0,0,0,"Unter den Eichen 6, 15741 Bestensee","pregnant","Czech",NA,NA,"0.0036","0.0046","0.0082","0",0,"1.02","FALSE",TRUE,0,0,0,0,0,20,0,0,0,0.643125625359779
"AA_0252","HZ_BR","BESTE6","M",13.6025,52.2225,2017,"d","d","d","m","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 14",0.05,"Germany",NA,NA,NA,NA,NA,NA,NA,"12/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.36,84.24,"81","Mus musculus",11-09-17,NA,NA,"0.0316",NA,"0.0272","0.1176",NA,NA,0,0,0,0,0,"Unter den Eichen 6, 15741 Bestensee","adult","Czech","0.0881","0.0932",NA,NA,NA,NA,NA,"0.9","FALSE",TRUE,0,0,0,0,0,7,0,0,0,0.656380486583116
"AA_0253","HZ_BR","BESTE6","F",13.6025,52.2225,2017,NA,NA,NA,"dd","dd",NA,"mm","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 10",0.1,"Germany",NA,NA,NA,NA,NA,NA,NA,"12/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Died in cage. Small protocol (1 tube “All digestive tract”)",16.71,85.36,"80.96","Mus musculus",11-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unter den Eichen 6, 15741 Bestensee","adult","Czech",NA,NA,NA,NA,NA,"0",0,"0.12","FALSE",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.633254969324686
"AA_0254","HZ_BR","MARIEH","M",13.5994,52.2458,2017,"d",NA,"d","d","d","d","d",NA,"94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 12",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"12/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Died in cage. Small protocol (1 tube “All digestive tract”)",16.46,82.03,"79.15","Mus musculus",11-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marienhof 6 15741 Bestensee","adult","Czech",NA,NA,NA,NA,NA,NA,NA,"0.54","FALSE",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.635552337572529
"AA_0255","HZ_BR","MARIEH","M",13.5994,52.2458,2017,NA,"d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 13",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"12/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.76,65.53,"75.2","Mus musculus",11-09-17,NA,NA,"0.0127",NA,NA,NA,NA,NA,0,0,0,0,0,"Marienhof 6 15741 Bestensee","adult","Czech","0.0151","0.0154",NA,NA,NA,NA,NA,"0.06","FALSE",TRUE,0,0,0,0,0,40,0,0,0,0.518874292032744
"AA_0256","HZ_BR","BESTE6","F",13.6025,52.2225,2017,"d",NA,"dd","dd","mm","dd","dd","mm","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 13",0.16,"Germany",NA,NA,NA,NA,NA,NA,NA,"12/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.31,83.51,"90.74","Mus musculus",11-09-17,NA,NA,"0.09",NA,NA,NA,NA,NA,0,46,0,0,0,"Unter den Eichen 6, 15741 Bestensee","adult","German",NA,NA,NA,NA,NA,"0",0,"0.28","TRUE",TRUE,0,0,0,0,0,0,0,0,46,0.669072449084816
"AA_0257","HZ_BR","BESTE6","M",13.6025,52.2225,2017,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 14",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"12/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.84,82.62,"75.34","Mus musculus",11-09-17,NA,NA,"0.03",NA,"29",NA,NA,NA,0,0,0,0,0,"Unter den Eichen 6, 15741 Bestensee","adult","German","0.0859","0.0842",NA,NA,NA,NA,NA,"0.85","TRUE",FALSE,0,0,0,0,0,0,0,0,0,0.639690971038103
