"Mouse_ID","Code","Transect","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","State","Locality","ID","PIN","Arrival","Wean","Death","Dist","Dissection","DaysInLab","BW","L","LCd","Spleen","Ltestis","Rtestis","Testes","Lepid","SemVes","Uterus","Ovaria","Grav","Litters","NN","MM","FF","Protocol","Aspiculuris_tetraptera","Syphacia_obvelata","Trichuris_muris","Taenia_taeniformis","Flea","Note","Zfy2","X","collapsed.GT","ith","L15","Y","Longitude.extra","Latitude.extra","Notes","Body_weight","Body_length","Tail_length","Species","Capture","Head.taken.","Liver_mass","Spleen_mass","Testis_mass","Left.epididymis.weight","Seminal.vesicle.weight","Embryo","Mix_Syphacia_Aspiculuris","Heterakis_spumosa","Mastophorus_muris","Hymenolepis_microstoma","Catenotaenia_pusilla","Cysticercus","longitude","latitude","Address","Status","Dissectors","Left_Testis_mass","Right_Testis_mass","Left.ovarium.weight","Right.ovarium.weight","Total","Embryo_left","Embryo_right","Feces_weight","Ectoparasites","Worms_presence","Hymenolepis_diminiuta","Taenia_martis","Heligmosomoides_polygurus","REGion","SRY1","Hymenolepis","Taenia","Aspiculuris_Syphacia","Trichuris","Heterakis","Mastophorus","BCI","farm","Feces_g","year","counter","Date_count","N_oocysts_sq1","N_oocysts_sq2","N_oocysts_sq3","N_oocysts_sq4","N_oocysts_sq5","N_oocysts_sq6","N_oocysts_sq7","N_oocysts_sq8","mean_neubauer","comments","PBS_dil_in_mL","OPG","Ncells","delta_ct_ilwe_MminusE","delta_ct_cewe_MminusE","observer","n18S_Seq","COI_Seq","ORF470_Seq","eimeriaSpecies","PCRstatus"
"AA_0259","BESTE6","HZ_BR","F",13.6025,52.2225,2017,NA,NA,"dd","dd","dd","dd","dd","mm","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 12",0.083333333,"Germany",NA,NA,NA,NA,NA,NA,NA,"12/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.85,71.94,73.96,"Mus musculus","11-09-17",NA,NA,"0.05",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,"Unter den Eichen 6, 15741 Bestensee","adult","German",NA,NA,NA,NA,NA,"0",0,"0.28","FALSE",TRUE,0,0,0,NA,NA,0,0,1,0,0,0,0.597157126291838,"13.602552.2225",0.28,2017,"Alice","March2018",5,7,4,3,3,7,6,7,5.25,NA,0.1,1875000,8,-10.08,-4.55,"Lorenzo","positive","positive","positive","E_ferrisi","positive"
"AA_0260","BESTE6","HZ_BR","F",13.6025,52.2225,2017,NA,NA,"dd","dd","dd",NA,"dd",NA,"94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 10",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"12/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.82,83.01,79.18,"Mus musculus","11-09-17",NA,NA,"0.07",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,"Unter den Eichen 6, 15741 Bestensee","adult","German",NA,NA,NA,NA,NA,"0",0,"0.34","FALSE",TRUE,0,0,0,NA,NA,0,0,9,0,0,0,0.651809637670465,"13.602552.2225",0.34,2017,"Alice","March2018",2,0,2,1,2,3,0,0,1.25,NA,0.1,367647.058823529,8,-12.09,-7.17,"Lorenzo","negative","positive","positive","E_ferrisi","positive"
"AA_0261","MARIEH","HZ_BR","M",13.5994,52.2458,2017,"d",NA,"d","d","d","d","d",NA,"94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 12",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"12/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.69,72,71.17,"Mus musculus","11-09-17",NA,NA,"0.02",NA,"0.0031",NA,NA,NA,4,0,0,0,0,NA,NA,"Marienhof 6 15741 Bestensee","adult","German",0.0221,0.0242,NA,NA,NA,NA,NA,"0.43","FALSE",TRUE,0,0,0,NA,NA,0,0,0,0,4,0,0.574918337569374,"13.599452.2458",0.43,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,NA,0.1,0,8,-10.55,-4.21,"Lorenzo","positive","positive","negative","E_falciformis","positive"
"AA_0262","MARIEH","HZ_BR","F",13.5994,52.2458,2017,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 13",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"12/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,0,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.39,87.56,83.37,"Mus musculus","11-09-17",NA,NA,"0.08",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,"Marienhof 6 15741 Bestensee","adult","German",NA,NA,NA,NA,NA,"0",0,"0.2","TRUE",TRUE,0,0,0,NA,NA,0,0,20,0,0,0,0.684861681837806,"13.599452.2458",0.2,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-10.63,-12.03,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0263","MARIEH","HZ_BR","F",13.5994,52.2458,2017,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 13",0,"Germany",NA,NA,NA,NA,NA,NA,NA,"12/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,2,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.83,83.43,80.67,"Mus musculus","11-09-17",NA,NA,"0.03",NA,NA,NA,NA,NA,1,1,0,0,0,NA,NA,"Marienhof 6 15741 Bestensee","pregnant","German",NA,NA,NA,NA,NA,"5",2,"0.27","FALSE",TRUE,1,0,0,NA,NA,1,0,8,2,1,1,0.751832864662831,"13.599452.2458",0.27,2017,"Alice","March2018",0,0,0,0,0,0,0,NA,0,NA,0.1,0,7,-10.96,-8.7,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0264","ERKNKI","HZ_BR","M",13.7581,52.3989,2017,NA,NA,"d","d","m","d","d","d","100","100","100/125","100","100","100","mm","dd","dm","dd","dd","dd","HI 12",0.222222222,"Germany",NA,NA,NA,NA,NA,NA,NA,"12/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.98,82.8,75.69,"Mus musculus","11-09-17",NA,NA,"0.03",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,"Erkner Kinderbauernhof","adult","German",NA,NA,NA,NA,NA,"0",0,"0.19","FALSE",FALSE,0,0,0,NA,NA,0,0,0,0,0,0,0.666462976927692,"13.758152.3989",0.19,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-9.77,-12.19,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0265","NEUZI14","HZ_BR","M",13.7608,52.385,2017,"d","m","d","d","d","d","m","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 14",0.1,"Germany",NA,NA,NA,NA,NA,NA,NA,"12/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,63.74,63.49,"Mus musculus","11-09-17",NA,NA,"0.02",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,"Walter-rathenau strasse 14 Neu Zittenau","young","German",NA,NA,NA,NA,NA,NA,NA,"0.13","FALSE",FALSE,0,0,0,NA,NA,0,0,0,0,0,0,0.510218825431006,"13.760852.385",0.13,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-11.04,-12.13,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0266","FRANK8","HZ_BR","F",14.0503,52.6792,2016,"d",NA,"mm","mm",NA,"mm","mm","mm","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm","HI 12",0.956521739,"Germany",NA,NA,NA,NA,NA,NA,NA,"12/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Died in cage. Small protocol (1 tube “All digestive tract”)",14.7,79.68,78.32,"Mus musculus","11-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pflasterstraße 8, 16269 Wriezen","adult","Czech",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.6139415409596,"14.050352.6792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative","negative"
"AA_0267","SCHORF16","HZ_BR","F",13.5472,52.9217,2017,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","120","100","100","dd","dd","dd","mm","dd","dd","HI 13",0.08,"Germany",NA,NA,NA,NA,NA,NA,NA,"12/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.24,79.5,84.22,"Mus musculus","11-09-17",NA,NA,"0.04",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,"Wildpark Schorfheide","adult","German",NA,NA,NA,NA,NA,"0",0,NA,"FALSE",FALSE,0,0,0,NA,NA,0,0,0,0,0,0,0.637027449407116,"13.547252.9217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.47,-12.575,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0268","GRAB7","HZ_BR","M",13.7072,52.2422,2017,"d","m","d","d","d","d","d","d","94","100","100","100","70","100","dd","dd","dd","dd","mm","dd","HI 14",0.15,"Germany",NA,NA,NA,NA,NA,NA,NA,"13/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,9,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.83,82,80.27,"Mus musculus","12-09-17",NA,NA,"0.0847",NA,"0.0238",145,NA,NA,0,2,0,0,0,NA,NA,"Dorfanger 7 15754 Heidesee","adult","Czech",0.0646,0.0703,NA,NA,NA,NA,NA,"0.75","TRUE",TRUE,0,0,0,NA,NA,0,0,12,9,0,2,0.653747668101057,"13.707252.2422",0.75,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-12.38,-7.48,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0269","GIEL68","HZ_BR","M",13.8756,52.6053,2017,"d",NA,NA,NA,NA,NA,NA,NA,"94","95","125","120","100","80","dd","mm","mm","mm","dd","mm","HI 7",0.615384615,"Germany",NA,NA,NA,NA,NA,NA,NA,"13/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.62,69.25,72.22,"Mus musculus","12-09-17",NA,NA,"0.03",NA,"5",NA,NA,NA,0,0,0,0,0,NA,NA,"Alt-Gielsdorf 68 15345 Alt-Landsberg","adult","Czech",0.0349,0.0393,NA,NA,NA,NA,NA,"0.09","FALSE",FALSE,0,0,0,NA,NA,0,0,0,0,0,0,0.534212403024168,"13.875652.6053",0.09,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-5,-12.74,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0270","GIEL68","HZ_BR","F",13.8756,52.6053,2017,"d",NA,NA,NA,NA,NA,NA,NA,"100","100",NA,NA,"90/100","80/100","mm","dd",NA,NA,"dm","dm","HI 5",0.444444444,"Germany",NA,NA,NA,NA,NA,NA,NA,"13/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,0,9,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"white spot on belly. Resorbed embryos (2/3 left, 4/5 right)",18.38,83.31,77.16,"Mus musculus","12-09-17",NA,NA,"0.0493",NA,NA,NA,NA,NA,0,0,0,2,0,NA,NA,"Dorfanger 7 15754 Heidesee","pregnant","Czech",NA,NA,NA,NA,NA,"3",5,"1.12","TRUE",TRUE,0,0,0,NA,NA,0,2,85,9,0,0,0.658274271544134,"13.875652.6053",1.12,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-19.31,-12.53,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0271","SCHORF28","HZ_BR","F",13.5353,52.8969,2017,NA,NA,NA,NA,NA,NA,NA,NA,"100","95/100","125","100/120","70/100","80/100","mm","dm","mm","dm","dm","dm","HI 6",0.666666667,"Germany",NA,NA,NA,NA,NA,NA,NA,"13/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"post partum?",25.42,98.5,95.6,"Mus musculus","12-09-17",NA,NA,"0.0534",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,"Reiterhof Böse","adult","Czech",NA,NA,0.0074,0.0075,0.0149,"0",0,"0.28","FALSE",FALSE,0,0,0,NA,NA,0,0,0,0,0,0,0.704901177534645,"13.535352.8969",0.28,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-14.21,-12.26,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0272","SCHORF28","HZ_BR","M",13.5353,52.8969,2017,NA,NA,NA,NA,NA,NA,NA,NA,"100","100",NA,"100","70/100",NA,"mm","dd",NA,"dd","dm",NA,"HI 4",0.375,"Germany",NA,NA,NA,NA,NA,NA,NA,"13/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.02,69.54,76.51,"Mus musculus","12-09-17",NA,NA,"0.0239",NA,"0.0284",NA,NA,NA,0,0,0,0,0,NA,NA,"Reiterhof Böse","adult","Czech",0.0368,0.0375,NA,NA,NA,NA,NA,"0.14","FALSE",FALSE,0,0,0,NA,NA,0,0,0,0,0,0,0.565715976492762,"13.535352.8969",0.14,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-13.8,-13.64,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0273","SCHORF28","HZ_BR","M",13.5353,52.8969,2017,"d","d","d","d","d","d","d","d","94/100","100",NA,"120","100","80","dm","dd",NA,"mm","dd","mm","HI 13",0.277777778,"Germany",NA,NA,NA,NA,NA,NA,NA,"13/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.55,58.02,63.87,"Mus musculus","12-09-17",NA,NA,"0.0129",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,"Reiterhof Böse","adult","Czech",0.0086,0.0071,NA,NA,NA,NA,NA,"0.31","FALSE",FALSE,0,0,0,NA,NA,0,0,0,0,0,0,0.462832620682276,"13.535352.8969",0.31,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-12.08,-5,"Lorenzo","negative","positive","negative","Other","positive"
"AA_0274","GIEL68","HZ_BR","F",13.8756,52.6053,2017,NA,NA,NA,NA,NA,NA,NA,NA,"94","95","125","120","70","100","dd","mm","mm","mm","mm","dd","HI 6",0.666666667,"Germany",NA,NA,NA,NA,NA,NA,NA,"13/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.93,81.23,66.75,"Mus musculus","12-09-17",NA,NA,"0.0723",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,"Alt-Gielsdorf 68 15345 Alt-Landsberg","pregnant","Czech",NA,NA,NA,NA,NA,"0 + 1 residual",3,"0.28","TRUE",FALSE,0,0,0,NA,NA,0,0,0,0,0,0,0.668764523550489,"13.875652.6053",0.28,2017,"Alice","March2018",0,0,1,1,0,0,0,0,0.25,"",0.1,89285.7142857143,8,-15.48,-11.23,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0275","GIEL68","HZ_BR","F",13.8756,52.6053,2017,"d",NA,NA,NA,NA,NA,NA,NA,"100","95/100","125","120","90/100","100","mm","dm","mm","mm","dm","dd","HI 7",0.615384615,"Germany",NA,NA,NA,NA,NA,NA,NA,"13/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.25,76.65,73.81,"Mus musculus","12-09-17",NA,NA,"0.0464",NA,"0.0052",NA,NA,NA,0,0,0,0,0,NA,NA,"Alt-Gielsdorf 68 15345 Alt-Landsberg","adult","Czech",0.0026,0.0026,NA,NA,NA,"0",0,"0.13","FALSE",FALSE,0,0,0,NA,NA,0,0,0,0,0,0,0.577409959067617,"13.875652.6053",0.13,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-12.02,-14.61,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0276","SCHORF28","HZ_BR","M",13.5353,52.8969,2017,"d","m","d","d","d","d","d","d","100","100","100","100/120","90",NA,"mm","dd","dd","dm","mm",NA,"HI 13",0.333333333,"Germany",NA,NA,NA,NA,NA,NA,NA,"13/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1,92.89,105,"Mus musculus","12-09-17",NA,NA,"0.0316",NA,"0.0371",0.1641,NA,NA,0,0,0,0,0,NA,NA,"Reiterhof Böse","adult","Czech",0.0925,0.0936,NA,NA,NA,NA,NA,"0.21","FALSE",FALSE,0,0,0,NA,NA,0,0,0,0,0,0,0.702255507400529,"13.535352.8969",0.21,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-12.9733333333333,-12.7,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0277","SCHORF28","HZ_BR","M",13.5353,52.8969,2017,NA,"m",NA,NA,NA,NA,NA,NA,"94","100","100","120","100","80/100","dd","dd","dd","mm","dd","dm","HI 7",0.307692308,"Germany",NA,NA,NA,NA,NA,NA,NA,"13/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.24,79.54,84.24,"Mus musculus","12-09-17",NA,NA,"0.0203",NA,"0.0166",0.0638,NA,NA,0,0,0,0,0,NA,NA,"Wildpark Schorfheide","adult","Czech",0.0705,0.0563,NA,NA,NA,NA,NA,"0.22","FALSE",FALSE,0,0,0,NA,NA,0,0,0,0,0,0,0.606923464748596,"13.535352.8969",0.22,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-14.01,-12.7466666666667,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0278","SCHORF28","HZ_BR","F",13.5353,52.8969,2017,"d",NA,NA,NA,NA,NA,NA,NA,"94/100","100","100","100","90","100","dm","dd","dd","dd","mm","dd","HI 7",0.230769231,"Germany",NA,NA,NA,NA,NA,NA,NA,"13/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.21,66.98,75,"Mus musculus","12-09-17",NA,NA,"0.0176",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,"Reiterhof Böse","young","Czech",NA,NA,0.0013,0.0011,0.0024,"0",0,"0.08","FALSE",FALSE,0,0,0,NA,NA,0,0,0,0,0,0,0.528087951484093,"13.535352.8969",0.08,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-12.4933333333333,-11.44,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0279","GIEL68","HZ_BR","M",13.8756,52.6053,2017,NA,NA,NA,NA,NA,NA,NA,NA,"100","95","125","120","90","80","mm","mm","mm","mm","mm","mm","HI 6",1,"Germany",NA,NA,NA,NA,NA,NA,NA,"13/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.43,75.78,NA,"Mus musculus","12-09-17",NA,NA,"0.0273",NA,"0.0202",0.0957,NA,NA,0,0,0,0,0,NA,NA,"Alt-Gielsdorf 68 15345 Alt-Landsberg","adult","Czech",0.1122,0.11,NA,NA,NA,"0",0,"0.35","FALSE",FALSE,0,0,0,NA,NA,0,0,0,0,0,0,0.632259326475258,"13.875652.6053",0.35,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-13.355,-12.2533333333333,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0280","GIEL68","HZ_BR","F",13.8756,52.6053,2017,"d",NA,"mm","mm","mm","dd","mm","dd","94","95/100","125","120","70","100","dd","dm","mm","mm","mm","dd","HI 13",0.6,"Germany",NA,NA,NA,NA,NA,NA,NA,"13/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.45,63.95,67.4,"Mus musculus","12-09-17",NA,NA,"0.0219",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,"Alt-Gielsdorf 68 15345 Alt-Landsberg","young","Czech",NA,NA,NA,NA,NA,"0",0,"0.07","FALSE",FALSE,0,0,0,NA,NA,0,0,0,0,0,0,0.482964164981656,"13.875652.6053",0.07,2017,"Alice","March2018",0,0,1,0,0,0,0,0,0.125,"",0.1,178571.428571429,8,-12.4,-12.4033333333333,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0281","SCHORF28","HZ_BR","M",13.5353,52.8969,2017,"d","d",NA,NA,NA,NA,NA,NA,"94","100","100","100/120","100","80","dd","dd","dd","dm","dd","mm","HI 8",0.214285714,"Germany",NA,NA,NA,NA,NA,NA,NA,"13/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.39,74.14,74.14,"Mus musculus","12-09-17",NA,NA,"0.0187",NA,"0.0065",NA,NA,NA,0,0,0,0,0,NA,NA,"Wildpark Schorfheide","young","Czech",0.0248,0.0265,NA,NA,NA,NA,NA,"0.19","FALSE",FALSE,0,0,0,NA,NA,0,0,0,0,0,0,0.564970062564924,"13.535352.8969",0.19,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-15.1166666666667,-10.6166666666667,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0282","SCHORF28","HZ_BR","M",13.5353,52.8969,2017,NA,NA,NA,NA,NA,NA,NA,NA,"94","100","100","120","100","100","dd","dd","dd","mm","dd","dd","HI 6",0.166666667,"Germany",NA,NA,NA,NA,NA,NA,NA,"13/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.57,66.58,72.23,"Mus musculus","12-09-17",NA,NA,"0.0128",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,"Wildpark Schorfheide","adult","Czech",0.0234,0.0235,NA,NA,NA,NA,NA,"0.21","FALSE",FALSE,0,0,0,NA,NA,0,0,0,0,0,0,0.537974211289773,"13.535352.8969",0.21,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-12.9666666666667,-11.33,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0283","SCHORF28","HZ_BR","F",13.5353,52.8969,2017,NA,NA,NA,NA,NA,NA,NA,NA,"94","100","100","100/120","100","100","dd","dd","dd","dm","dd","dd","HI 6",0.083333333,"Germany",NA,NA,NA,NA,NA,NA,NA,"13/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.45,77.02,77.01,"Mus musculus","12-09-17",NA,NA,"0.2",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,"Wildpark Schorfheide","adult","German",NA,NA,NA,NA,NA,"0",0,"0.19","FALSE",FALSE,0,0,0,NA,NA,0,0,0,0,0,0,0.644632480050161,"13.535352.8969",0.19,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-5,-5,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0284","SCHORF28","HZ_BR","F",13.5353,52.8969,2017,NA,NA,"dd","mm","dd",NA,"dd","dd","94","100","100","120","100","80","dd","dd","dd","mm","dd","mm","HI 11",0.272727273,"Germany",NA,NA,NA,NA,NA,NA,NA,"13/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.51,84.53,85.33,"Mus musculus","12-09-17",NA,NA,"0.05",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,"Wildpark Schorfheide","adult","German",NA,NA,NA,NA,NA,"0",0,"0.05","FALSE",FALSE,0,0,0,NA,NA,0,0,0,0,0,0,0.691558325820891,"13.535352.8969",0.05,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-5,-5,"Lorenzo","negative","negative","negative","Negative","negative"
