"Mouse_ID","Code","Transect","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","State","Locality","ID","PIN","Arrival","Wean","Death","Dist","Dissection","DaysInLab","BW","L","LCd","Spleen","Ltestis","Rtestis","Testes","Lepid","SemVes","Uterus","Ovaria","Grav","Litters","NN","MM","FF","Protocol","Aspiculuris_tetraptera","Syphacia_obvelata","Trichuris_muris","Taenia_taeniformis","Flea","Note","Zfy2","X","collapsed.GT","ith","L15","Y","Longitude.extra","Latitude.extra","Notes","Body_weight","Body_length","Tail_length","Species","Capture","Head.taken.","Liver_mass","Spleen_mass","Testis_mass","Left.epididymis.weight","Seminal.vesicle.weight","Embryo","Mix_Syphacia_Aspiculuris","Heterakis_spumosa","Mastophorus_muris","Hymenolepis_microstoma","Catenotaenia_pusilla","Cysticercus","longitude","latitude","Address","Status","Dissectors","Left_Testis_mass","Right_Testis_mass","Left.ovarium.weight","Right.ovarium.weight","Total","Embryo_left","Embryo_right","Feces_weight","Ectoparasites","Worms_presence","Hymenolepis_diminiuta","Taenia_martis","Heligmosomoides_polygurus","REGion","SRY1","Hymenolepis","Taenia","Aspiculuris_Syphacia","Trichuris","Heterakis","Mastophorus","BCI","farm","Feces_g","year","counter","Date_count","N_oocysts_sq1","N_oocysts_sq2","N_oocysts_sq3","N_oocysts_sq4","N_oocysts_sq5","N_oocysts_sq6","N_oocysts_sq7","N_oocysts_sq8","mean_neubauer","comments","PBS_dil_in_mL","OPG","Ncells","delta_ct_ilwe_MminusE","delta_ct_cewe_MminusE","observer","n18S_Seq","COI_Seq","ORF470_Seq","eimeriaSpecies","PCRstatus"
"AA_0285","SCHORF28","HZ_BR","M",13.5353,52.8969,2017,"d","d","d","d","d","d","d",NA,"94","100","100","100/120","90",NA,"dd","dd","dd","dm","mm",NA,"HI 12",0.176470588,"Germany",NA,NA,NA,NA,NA,NA,NA,"13/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.04,66.99,70.05,"Mus musculus","12-09-17",NA,NA,"0.01",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,"Wildpark Schorfheide","young","German",NA,NA,NA,NA,NA,NA,NA,"0.08","FALSE",FALSE,0,0,0,NA,NA,0,0,0,0,0,0,0.548591587665246,"13.535352.8969",0.08,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-5,-5,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0286","NEUZI8","HZ_BR","F",13.7772,52.3744,2017,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","90/100","100","dd","dd","dd","dd","dm","dd","HI 13",0.04,"Germany",NA,NA,NA,NA,NA,NA,NA,"13/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.87,71.15,79.27,"Mus musculus","12-09-17",NA,NA,"<0.01",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,"Kiefernweg 8, 15537 Gosen-Neu Zittau, Germany","adult","German",NA,NA,NA,NA,NA,NA,NA,"0.08","FALSE",FALSE,0,0,0,NA,NA,0,0,0,0,0,0,0.580102190344099,"13.777252.3744",0.08,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-5,-14.1,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0287","GIEL68","HZ_BR","M",13.8756,52.6053,2017,"m","m","m","m","m","d","m","d","100","95","125","120","70/90","80","mm","mm","mm","mm","mm","mm","HI 14",0.9,"Germany",NA,NA,NA,NA,NA,NA,NA,"13/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.89,65.91,60.55,"Mus musculus","12-09-17",NA,NA,"0.2",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,"Alt-Gielsdorf 68 15345 Alt-Landsberg","young","German",NA,NA,NA,NA,NA,NA,NA,NA,"FALSE",FALSE,0,0,0,NA,NA,0,0,0,0,0,0,0.493183625899538,"13.875652.6053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,-5,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0288","GIEL68","HZ_BR","M",13.8756,52.6053,2017,NA,"m",NA,"m","m","d",NA,NA,"100","95","125","120","90","100","mm","mm","mm","mm","mm","dd","HI 10",0.8125,"Germany",NA,NA,NA,NA,NA,NA,NA,"13/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.01,62.14,60.69,"Mus musculus","12-09-17",NA,NA,"0.1",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,"Alt-Gielsdorf 68 15345 Alt-Landsberg","young","German",NA,NA,NA,NA,NA,NA,NA,"0.26","TRUE",TRUE,0,0,0,NA,NA,0,0,3,0,0,0,0.471580002454293,"13.875652.6053",0.26,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-11.42,-13.59,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0289","GIEL68","HZ_BR","M",13.8756,52.6053,2017,"m","m","m","m","m","d","m",NA,"100","95","125","120","90","80","mm","mm","mm","mm","mm","mm","HI 13",0.947368421,"Germany",NA,NA,NA,NA,NA,NA,NA,"13/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.82,63.95,59.64,"Mus musculus","12-09-17",NA,NA,"0.03",NA,"6",NA,NA,NA,0,0,0,0,0,NA,NA,"Alt-Gielsdorf 68 15345 Alt-Landsberg","adult","German",18,19,NA,NA,NA,NA,NA,"0.08","FALSE",FALSE,0,0,0,NA,NA,0,0,0,0,0,0,0.523561499243337,"13.875652.6053",0.08,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-5,-12.3433333333333,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0290","GIEL68","HZ_BR","F",13.8756,52.6053,2017,"m",NA,"mm","mm","mm","dd","mm","dm","100","95","125","120","90",NA,"mm","mm","mm","mm","mm",NA,"HI 12",0.869565217,"Germany",NA,NA,NA,NA,NA,NA,NA,"13/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.34,82.63,73.52,"Mus musculus","12-09-17",NA,NA,"0.06",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,"Alt-Gielsdorf 68 15345 Alt-Landsberg","adult","German",NA,NA,NA,NA,NA,"0",0,"0.18","TRUE",FALSE,0,0,0,NA,NA,0,0,0,0,0,0,0.618539464839181,"13.875652.6053",0.18,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-14.38,-15.91,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0291","SCHORF28","HZ_BR","F",13.5353,52.8969,2017,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","120","100","80","dd","dd","dd","mm","dd","mm","HI 13",0.16,"Germany",NA,NA,NA,NA,NA,NA,NA,"13/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.94,73.79,75.48,"Mus musculus","12-09-17",NA,NA,"0.02",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,"Wildpark Schorfheide","adult","German",NA,NA,NA,NA,NA,NA,NA,"0.34","FALSE",FALSE,0,0,0,NA,NA,0,0,0,0,0,0,0.612561187809446,"13.535352.8969",0.34,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-5,-12.8,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0292","SCHORF28","HZ_BR","F",13.5353,52.8969,2017,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100/120","100","80","dd","dd","dd","dm","dd","mm","HI 13",0.12,"Germany",NA,NA,NA,NA,NA,NA,NA,"13/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"extra piece of liver in ethanol with potential cisticercous. Big mes lymph nodes",15.55,74.77,80.31,"Mus musculus","12-09-17",NA,NA,"0.02",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,"Wildpark Schorfheide","adult","German",NA,NA,NA,NA,NA,"0",0,NA,"FALSE",FALSE,0,0,0,NA,NA,0,0,0,0,0,0,0.636021230020962,"13.535352.8969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,-12.81,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0293","ORTB7","HZ_BR","F",13.7586,53.1406,2017,"d",NA,"mm","mm","mm","dd","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm","HI 13",0.88,"Germany",NA,NA,NA,NA,NA,NA,NA,"13/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Died in cage. Small protocol ",13.69,74.77,74.66,"Mus musculus","13-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Berkenlatten","adult","Czech",NA,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.606493484522697,"13.758653.1406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative","negative"
"AA_0294","CROU17","HZ_BR","M",14.1161,52.7914,2017,"d","m","m","m","m","m","m","m","94","100","100/125","120","70","80","dd","dd","dm","mm","mm","mm","HI 14",0.7,"Germany",NA,NA,NA,NA,NA,NA,NA,"13/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Died in cage. Small protocol ",3.96,53.98,50.98,"Mus musculus","13-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Croustillier 17, 16259 oderage","young","Czech",NA,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.345043205651096,"14.116152.7914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.95,NA,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0295","CROU17","HZ_BR","M",14.1161,52.7914,2017,"d","m","m","m","m","m","d","m","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm","HI 14",0.9,"Germany",NA,NA,NA,NA,NA,NA,NA,"14/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Died in cage. Small protocol ",16.24,82.04,69.37,"Mus musculus","13-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Croustillier 17, 16259 oderage","adult","Czech",NA,NA,NA,NA,NA,NA,NA,"0.06","FALSE",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.632481609550144,"14.116152.7914",0.06,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,NA,NA,NA,"negative","negative","negative","Negative","negative"
"AA_0296","ALTG26","HZ_BR","M",14.0953,52.7383,2017,"d","m","m","m","m","m","m","m","100","95","125","120","70/90","80","mm","mm","mm","mm","mm","mm","HI 14",0.95,"Germany",NA,NA,NA,NA,NA,NA,NA,"14/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.62,77.35,68.87,"Mus musculus","13-09-17",NA,NA,"0.0288",NA,"0.0156",0.0887,NA,NA,0,0,0,0,0,NA,NA,"Alt Gaul 26b 16269 Wriezen florian köhler","adult","Czech",0.0651,0.0633,NA,NA,NA,NA,NA,"0.91","FALSE",FALSE,0,0,0,NA,NA,0,0,0,0,0,0,0.616876807786868,"14.095352.7383",0.91,2017,"Alice","March2018",15,18,6,18,8,11,14,22,14,"",0.1,1538461.53846154,8,-11.82,-3.435,"Lorenzo","positive","positive","negative","E_ferrisi","positive"
"AA_0297","CROU17","HZ_BR","F",14.1161,52.7914,2017,"d",NA,"mm","mm","mm","dm","mm","mm","100","100","100/125","120","90","80","mm","dd","dm","mm","mm","mm","HI 13",0.8,"Germany",NA,NA,NA,NA,NA,NA,NA,"14/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,96,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.74,82.33,79.2,"Mus musculus","13-09-17",NA,NA,"0.0316",NA,NA,NA,NA,NA,17,0,0,0,0,NA,NA,"Croustillier 17, 16259 oderage","pregnant","Czech",NA,NA,NA,NA,NA,"3",3,"0.39","FALSE",TRUE,0,0,0,NA,NA,0,0,0,96,17,0,0.652005076456474,"14.116152.7914",0.39,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-11.84,NA,"Lorenzo","negative","positive","negative","Negative","positive"
"AA_0298","ALTG26","HZ_BR","F",14.0953,52.7383,2017,"m",NA,"mm","mm","mm","mm","mm","mm","100","95","100","120","100","100","mm","mm","dd","mm","dd","dd","HI 13",0.76,"Germany",NA,NA,NA,NA,NA,NA,NA,"14/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.58,69.5,70.3,"Mus musculus","13-09-17",NA,NA,"0.0235",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,"Alt Gaul 26b 16269 Wriezen florian köhler","young","Czech",NA,NA,0.0015,0.0013,0.0028,"0",0,"0.13","FALSE",TRUE,0,0,0,NA,NA,0,0,18,0,0,0,0.532776115542887,"14.095352.7383",0.13,2017,"Alice","March2018",25,20,12,15,26,26,18,26,21,"",0.1,16153846.1538462,8,-5,-4.73,"Lorenzo","positive","positive","positive","E_ferrisi","positive"
"AA_0299","ALTG26","HZ_BR","M",14.0953,52.7383,2017,"d","m","m","m",NA,"m","m","m","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm","HI 13",0.894736842,"Germany",NA,NA,NA,NA,NA,NA,NA,"14/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,83,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.97,85.87,84.22,"Mus musculus","13-09-17",NA,NA,"48",NA,"25",0.1304,NA,NA,24,0,0,0,0,NA,NA,"Alt Gaul 26b 16269 Wriezen florian köhler","adult","Czech",0.0977,0.0942,NA,NA,NA,NA,NA,"0.45","FALSE",TRUE,0,0,0,NA,NA,0,0,5,83,24,0,0.635875207926533,"14.095352.7383",0.45,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-12.96,-11.1,"Lorenzo","positive","positive","positive","E_ferrisi","positive"
"AA_0300","CROU17","HZ_BR","F",14.1161,52.7914,2017,"d",NA,"mm","mm","mm","mm","dm","mm","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm","HI 13",0.88,"Germany",NA,NA,NA,NA,NA,NA,NA,"14/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,86,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.23,86.84,81.97,"Mus musculus","13-09-17",NA,NA,"0.0684",NA,NA,NA,NA,NA,17,0,0,0,0,NA,NA,"Croustillier 17, 16259 oderage","adult","Czech",NA,NA,0.0066,6,0.0126,"4",2,"0.24","FALSE",TRUE,0,0,0,NA,NA,0,0,0,86,17,0,0.63768125131934,"14.116152.7914",0.24,2017,"Alice","March2018",1,0,0,0,0,0,0,0,0.125,"",1,5208.33333333333,8,-11.95,-11.46,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0301","ALTG26","HZ_BR","F",14.0953,52.7383,2017,"m",NA,"mm","mm","mm","dm","mm",NA,"94","95","125","120","100","80","dd","mm","mm","mm","dd","mm","HI 12",0.782608696,"Germany",NA,NA,NA,NA,NA,NA,NA,"14/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7,89.5,80.82,"Mus musculus","13-09-17",NA,NA,"0.0323",NA,NA,NA,NA,NA,49,0,0,0,0,NA,NA,"Alt Gaul 26b 16269 Wriezen florian köhler","post partum","Czech",NA,NA,0.0058,0.0064,0.0122,"0",0,"0.6","FALSE",TRUE,0,0,0,NA,NA,0,0,0,0,49,0,0.651617274478291,"14.095352.7383",0.6,2017,"Alice","March2018",2,2,1,2,2,2,1,2,1.75,"",2,14583.3333333333,8,-12.72,-3.73666666666667,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0302","HOPPE1","HZ_BR","M",13.676085,52.497666,2017,"d","m","d","d","m","m","m","m","94/100",NA,"100/125","100","100","100","dm",NA,"dm","dd","dd","dd","HI 13",0.388888889,"Germany",NA,NA,NA,NA,NA,NA,NA,"14/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9,84.25,96.58,"Mus musculus","13-09-17",NA,NA,"0.0205",NA,"0.0262",0.2137,NA,NA,0,0,0,0,0,52.497666,13.676085,"Reitsport Münchehofe Minderhofer strasse","adult","Czech",0.0789,82,NA,NA,NA,NA,NA,"0.43","FALSE",FALSE,0,0,0,NA,NA,0,0,0,0,0,0,0.650640116866487,"13.67608552.497666",0.43,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-11.18,-14.33,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0303","KLEINS31","HZ_BR","M",13.8675,52.2428,2017,"d","m","d","d","d","d","d","d","94","100","125","100","70/100","100","dd","dd","mm","dd","dm","dd","HI 14",0.2,"Germany",NA,NA,NA,NA,NA,NA,NA,"14/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,137,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.92,83.28,91.96,"Mus musculus","13-09-17",NA,NA,"0.0528",NA,"0.0194",232,NA,NA,0,0,0,0,0,NA,NA,"Pferdefreunde klein-schauen alte-dorfstrasse 31 15859 stokow","adult","Czech",0.0506,0.0538,NA,NA,NA,NA,NA,"0.04","FALSE",TRUE,0,0,0,NA,NA,0,0,137,0,0,0,0.664875845168849,"13.867552.2428",0.04,2017,"Alice","March2018",0,2,1,1,0,0,1,4,1.125,"",0.1,2812500,8,-12.55,-2.07,"Lorenzo","negative","positive","positive","E_ferrisi","positive"
"AA_0304","HOPPE1","HZ_BR","F",13.676085,52.497666,2017,"d",NA,"dd","dd","mm","mm","mm","mm","100","100","100/125","100","100","80","mm","dd","dm","dd","dd","mm","HI 13",0.52,"Germany",NA,NA,NA,NA,NA,NA,NA,"14/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.58,82.08,81.92,"Mus musculus","13-09-17",NA,NA,"0.0258",NA,NA,NA,NA,NA,0,0,0,0,0,52.497666,13.676085,"Reitsport Münchehofe Minderhofer strasse","pregnant","Czech",NA,NA,NA,NA,NA,"2",1,"0.69","FALSE",TRUE,0,0,0,NA,NA,0,0,4,0,0,0,0.622998738754753,"13.67608552.497666",0.69,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-14.87,-11.04,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0304_E1","HOPPE1","HZ_BR","M",13.6761,52.4978,2017,"d","m","","d","m","m","m","m","","","","","","","","","","","","","HI 7",0.714285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"259",NA,1763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0304_E2","HOPPE1","HZ_BR","M",13.6761,52.4978,2017,"d","m","","d","m","m","m","","","","","","","","","","","","","","HI 6",0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"260",NA,1764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0305","SCHORF28","HZ_BR","F",13.5353,52.8969,2017,"d",NA,"mm","dm","dd","dd","dd","dd","94","100","100/125","100/120","100","100","dd","dd","dm","dm","dd","dd","HI 13",0.2,"Germany",NA,NA,NA,NA,NA,NA,NA,"14/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.07,57.55,66.71,"Mus musculus","13-09-17",NA,NA,"0.0135",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,"Reiterhof Böse","young","Czech",NA,NA,NA,NA,NA,"0",0,NA,"FALSE",FALSE,0,0,0,NA,NA,0,0,0,0,0,0,0.482612237480624,"13.535352.8969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.04,-10.85,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0306","KLEINS31","HZ_BR","M",13.8675,52.2428,2017,NA,"m","m","d","d","d","d","m","94","100","125","100","100","100","dd","dd","mm","dd","dd","dd","HI 13",0.263157895,"Germany",NA,NA,NA,NA,NA,NA,NA,"14/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.79,73.74,82.9,"Mus musculus","13-09-17",NA,NA,"0.0274",NA,"0.0042",NA,NA,NA,0,0,0,0,0,NA,NA,"Pferdefreunde klein-schauen alte-dorfstrasse 31 15859 stokow","adult","Czech",0.0322,0.0334,NA,NA,NA,NA,NA,"0.46","FALSE",TRUE,0,0,0,NA,NA,0,0,17,0,0,0,0.59263730127211,"13.867552.2428",0.46,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-11.54,-10.99,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0307","KLEINS31","HZ_BR","F",13.8675,52.2428,2017,"d",NA,"dd","dd","dd","dd","dd","dd","94/100","100","100/125","100","70/100","100","dm","dd","dm","dd","dm","dd","HI 13",0.12,"Germany",NA,NA,NA,NA,NA,NA,NA,"14/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,43,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.75,78.75,85.58,"Mus musculus","13-09-17",NA,NA,"368",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,"Pferdefreunde klein-schauen alte-dorfstrasse 31 15859 stokow","pregnant","Czech",NA,NA,NA,NA,NA,"2",5,"0.56","FALSE",TRUE,0,0,0,NA,NA,0,0,43,0,0,0,0.645492128310246,"13.867552.2428",0.56,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-14.1,-10.51,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0308","KLEINS31","HZ_BR","M",13.8675,52.2428,2017,"d","m","d","d","d","d","d","d","94/100","100","125","100","70","100","dm","dd","mm","dd","mm","dd","HI 14",0.3,"Germany",NA,NA,NA,NA,NA,NA,NA,"14/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"white spot on belly + to check",14.44,75.23,82.77,"Mus musculus","13-09-17",NA,NA,"0.0395",NA,"0.0112",19,NA,NA,0,0,0,0,0,NA,NA,"Pferdefreunde klein-schauen alte-dorfstrasse 31 15859 stokow","adult","Czech",0.0358,0.0424,NA,NA,NA,NA,NA,"0.52","FALSE",TRUE,0,0,0,NA,NA,0,0,1,0,0,0,0.617977359212852,"13.867552.2428",0.52,2017,"Alice","March2018",2,3,6,5,5,7,5,4,4.625,"",0.1,889423.076923077,8,-13.5,-6.32,"Lorenzo","positive","positive","positive","E_ferrisi","positive"
