Individual_mouse,Latitude,Longtitude,Sex,HI,Hymenolepis,Taenia,Rodentolepis,Mesocestoides,Calodium,Mastophorus,Trichuris,Heterakis,Aspiculuris+Syphacia
653,50.1813888889,11.7622222222,F,0.981507824,0,0,10,0,0,0,0,0,0
654,50.1813888889,11.7622222222,M,0.981284404,0,1,0,0,0,0,1,0,0
655,50.1186111111,11.9166666667,M,0.97469747,0,0,0,0,0,0,5,0,147
656,50.1188888889,12.3038888889,M,0.788023512,0,0,0,0,0,0,0,0,12
657,50.1947222222,11.4375,F,0.987571023,0,0,0,0,0,0,15,0,0
658,50.1947222222,11.4375,M,0.983876878,0,0,0,0,0,0,0,0,0
659,50.1947222222,11.4375,F,0.985805536,0,0,0,0,0,12,13,0,0
660,50.1947222222,11.4375,F,0.987224982,0,0,0,0,0,0,5,0,2
661,50.1813888889,11.7622222222,M,0.978005865,0,0,0,0,0,1,12,0,0
662,50.1777777778,13.2927777778,F,0.025904897,0,0,0,0,0,0,10,0,369
663,50.1777777778,13.2927777778,F,0.026259759,0,0,0,0,0,0,0,0,80
664,50.1777777778,13.2927777778,F,0.026561378,0,0,0,0,0,0,2,0,11
665,50.1516666667,12.5319444444,F,0.239346591,0,0,0,0,0,0,0,0,41
666,50.1516666667,12.5319444444,M,0.221611722,0,0,0,0,0,0,0,0,13
667,50.1516666667,12.5319444444,M,0.222059362,0,0,0,0,0,0,0,0,28
668,50.0836111111,12.0986111111,F,0.948681397,0,0,0,0,0,0,0,0,11
669,50.0963888889,12.4713888889,M,0.22201902,0,0,0,0,0,0,1,0,0
670,50.1516666667,12.5319444444,F,0.231343284,0,0,0,0,0,0,0,0,1
671,50.1516666667,12.5319444444,F,0.210582386,0,0,0,0,0,0,0,0,5
672,50.1516666667,12.5319444444,M,0.204320762,0,0,0,0,0,0,0,0,6
673,50.1516666667,12.5319444444,F,0.215248227,0,0,0,0,0,0,0,0,16
674,50.1186111111,11.9166666667,F,0.978338068,0,0,0,0,0,0,0,0,67
675,50.1186111111,11.9166666667,F,0.979418027,0,1,0,0,0,0,1,0,25
676,50.0836111111,12.0986111111,F,0.94787234,0,0,0,0,0,0,0,0,0
677,50.0836111111,12.0986111111,F,0.943812233,0,0,0,0,0,0,0,0,95
678,50.1947222222,11.4375,F,0.985795455,0,0,0,0,0,0,12,0,0
679,50.1947222222,11.4375,F,0.985450674,0,0,0,0,0,0,0,2,40
680,50.1419444444,13.1763888889,F,0.02661462,0,0,0,0,0,0,0,0,3
681,50.1419444444,13.1763888889,M,0.027624309,0,0,0,0,0,0,0,0,108
682,50.1419444444,13.1763888889,F,0.025886525,0,0,0,0,0,0,0,0,211
683,50.1411111111,12.3005555556,F,0.740227434,0,0,0,0,0,0,0,0,2
684,50.1411111111,12.3005555556,F,0.649359886,0,0,0,0,0,0,0,0,6
685,50.1411111111,12.3005555556,M,0.696323529,0,0,0,0,0,0,0,0,0
686,50.1516666667,12.5319444444,M,0.228089476,0,0,0,0,0,0,0,0,43
687,50.1411111111,12.3005555556,M,0.638133725,0,0,0,0,0,0,0,0,26
688,50.1411111111,12.3005555556,F,0.668918919,0,0,0,0,0,0,0,0,21
689,50.1491666667,12.5066666667,M,0.110826628,0,0,0,0,0,0,0,0,3
